dataset_row,tweet_id,dataset_id_raw,tweet_url,text_from_dataset_original,text_from_live_or_archived_source,retrieval_status,retrieval_source,retrieved_at,text_match_status,text_from_dataset_translated,translated_text_match_status,http_status,error,returned_url,author_url,evidence_sha256,text_match_status_initial,source_difference_class,material_source_text_difference,possible_translation_stage_spatial_change,severe_translation_stage_inspected
2333,844731110072369152,8.45E+17,https://twitter.com/dtptraffic/status/844731110072369152,Part1/2..Traffic Alert Obstruction in traffic on Outer Ring Road in the carriageway from IIT towards Chirag Delhi due to accident of an,"Part1/2..Traffic Alert
Obstruction in traffic on Outer Ring Road in the carriageway from IIT towards Chirag Delhi due to accident of an",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844731110072369152&omit_script=true&dnt=true,2026-09-11T19:04:47.635151+00:00,MINOR_FORMATTING_DIFFERENCE,Part1/2..Obstruction in traffic on Outer Ring Road in the carriageway from IIT towards Chirag Delhi due to accident of an,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844731110072369152,https://x.com/dtptraffic,e1142eaaf1a13736c9842a97ef7f1a9654c2f5f23eb7697bce3eda7437d040a5,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2334,844500304775319557,8.45E+17,https://twitter.com/dtptraffic/status/844500304775319557,Traffic Alert Obstruction in traffic in the carriageway from Liberty Cinema towards Kamal T Point due to breakdown of a DTC bus.,"Traffic Alert
Obstruction in traffic in the carriageway from Liberty Cinema towards Kamal T Point due to breakdown of a DTC bus.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844500304775319557&omit_script=true&dnt=true,2026-09-11T19:04:47.664394+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Liberty Cinema towards Kamal T Point due to breakdown of a DTC bus.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844500304775319557,https://x.com/dtptraffic,9430e60aaee3cefaf298bf7cb9d7212f0464fa303c09a0219b1121c442a90b81,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2335,844424855437164544,8.44E+17,https://twitter.com/dtptraffic/status/844424855437164544,Traffic Alert Breakdown DTC bus is removed from Mayapuri Flyover. Traffic is now normal.,"Traffic Alert
Breakdown DTC bus is removed from Mayapuri Flyover. Traffic is now normal.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844424855437164544&omit_script=true&dnt=true,2026-09-11T19:04:47.709494+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown DTC bus is removed from Mayapuri Flyover. Traffic is now normal.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844424855437164544,https://x.com/dtptraffic,f377d95add95a9011927c7e4a3e292b991491b32230abd86ef4d5c1ef6bde34a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2336,844416830928273410,8.44E+17,https://twitter.com/dtptraffic/status/844416830928273410,Traffic Alert Breakdown truck is removed from Loha Mandi. Traffic is now normal.,"Traffic Alert
Breakdown truck is removed from Loha Mandi. Traffic is now normal.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844416830928273410&omit_script=true&dnt=true,2026-09-11T19:04:47.803391+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown truck is removed from Loha Mandi. Traffic is now normal.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844416830928273410,https://x.com/dtptraffic,a48e2ee79b8a3ff3c087b6e8b029c622f0a2373272d78bd9589947aed2f116b2,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2337,844395449654165505,8.44E+17,https://twitter.com/dtptraffic/status/844395449654165505,Traffic Alert Obstruction in traffic in the carriageway from Narayana towards Patel Nagar due to breakdown of a Truck at Loha Mandi.,"Traffic Alert
Obstruction in traffic in the carriageway from Narayana towards Patel Nagar due to breakdown of a Truck at Loha Mandi.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844395449654165505&omit_script=true&dnt=true,2026-09-11T19:04:48.041159+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Narayana towards Patel Nagar due to breakdown of a Truck at Loha Mandi.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844395449654165505,https://x.com/dtptraffic,cfc646a72b66dd33d9b75b1ff43f6c07f80ca3e83d588435370e694a0e1e63a5,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2338,844393817050697729,8.44E+17,https://twitter.com/dtptraffic/status/844393817050697729,Traffic Alert Traffic will remain heavy at Azad Market Chowk due to water logging and ongoing PWD work.,"Traffic Alert
Traffic will remain heavy at Azad Market Chowk due to water logging and ongoing PWD work.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844393817050697729&omit_script=true&dnt=true,2026-09-11T19:04:48.097102+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy at Azad Market Chowk due to water logging and ongoing PWD work.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844393817050697729,https://x.com/dtptraffic,7268f50406577dd8a50520a0280104718e83ded9a6e059025a7e519c1eb08719,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2339,844389971251343364,8.44E+17,https://twitter.com/dtptraffic/status/844389971251343364,Traffic Alert Obstruction in traffic in the carriageway from Mayapuri towards Dhaula Kuan due to breakdown of a DTC bus at Mayapuri Flyover.,"Traffic Alert
Obstruction in traffic in the carriageway from Mayapuri towards Dhaula Kuan due to breakdown of a DTC bus at Mayapuri Flyover.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844389971251343364&omit_script=true&dnt=true,2026-09-11T19:04:48.114745+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Mayapuri towards Dhaula Kuan due to breakdown of a DTC bus at Mayapuri Flyover.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844389971251343364,https://x.com/dtptraffic,9362b72fdbef296e205c57373def734fb3387bfff7b64989707a8db75b0231ae,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2340,844190706159702016,8.44E+17,https://twitter.com/dtptraffic/status/844190706159702016,Traffic Alert Obstruction in traffic in the carriageway from ITO towards Karkadi Mod due to breakdown of a Cluster bus near Laxmi Nagar.,"Traffic Alert
Obstruction in traffic in the carriageway from ITO towards Karkadi Mod due to breakdown of a Cluster bus near Laxmi Nagar.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844190706159702016&omit_script=true&dnt=true,2026-09-11T19:04:48.133718+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from ITO towards Karkadi Mod due to breakdown of a Cluster bus near Laxmi Nagar.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844190706159702016,https://x.com/dtptraffic,88ee3ec4166f509a958a6f8361bc0221bb500fc8bf83ab02b7acb918fc01e3f7,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2341,844189993174159360,8.44E+17,https://twitter.com/dtptraffic/status/844189993174159360,Traffic Alert Obstruction in traffic in the carriageway from Mayapuri towards Punjabi Bagh due to breakdown of a DTC bus 2/1,"Traffic Alert
Obstruction in traffic in the carriageway from Mayapuri towards Punjabi Bagh due to breakdown of a DTC bus 2/1",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844189993174159360&omit_script=true&dnt=true,2026-09-11T19:04:48.387658+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Mayapuri towards Punjabi Bagh due to breakdown of a DTC bus 2/1,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844189993174159360,https://x.com/dtptraffic,963307fc1fac35088cc61660ddac0d0f331c33c1398d4ad2d02d5687bee50612,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2342,844055835714228225,8.44E+17,https://twitter.com/dtptraffic/status/844055835714228225,Traffic Alert Obstruction in traffic in the carriageway from Khajuri towards Civil Line due to breakdown of a DTC bus on Wazirabad flyover.,"Traffic Alert
Obstruction in traffic in the carriageway from Khajuri towards Civil Line due to breakdown of a DTC bus on Wazirabad flyover.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844055835714228225&omit_script=true&dnt=true,2026-09-11T19:04:48.391197+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Khajuri towards Civil Line due to breakdown of a DTC bus on Wazirabad flyover.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844055835714228225,https://x.com/dtptraffic,859884cd559810fc3f9a5b753fad3cea8b74ad38fc905e1063f465fa2df2a087,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2343,844026530238005248,8.44E+17,https://twitter.com/dtptraffic/status/844026530238005248,Traffic Alert Obstruction in traffic in the carriageway from Janak Setu towards Delhi Cantt due to breakdown of a DTC bus 2/1,"Traffic Alert
Obstruction in traffic in the carriageway from Janak Setu towards Delhi Cantt due to breakdown of a DTC bus 2/1",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F844026530238005248&omit_script=true&dnt=true,2026-09-11T19:04:48.485467+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Janak Setu towards Delhi Cantt due to breakdown of a DTC bus 2/1,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/844026530238005248,https://x.com/dtptraffic,72b2eb1130363cfc8c7079164522bfbe7c7c0fc3ca5de4d3cb6c6aab955deb43,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2344,843654164743970817,8.44E+17,https://twitter.com/dtptraffic/status/843654164743970817,Traffic Alert Traffic is affected in the carriageway from Mayapuri towards Naraina. Kindly avoid the stretch.,"Traffic Alert
Traffic is affected in the carriageway from Mayapuri towards Naraina. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F843654164743970817&omit_script=true&dnt=true,2026-09-11T19:04:48.603532+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is affected in the carriageway from Mayapuri towards Naraina. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/843654164743970817,https://x.com/dtptraffic,43d9c6433f4bf53d9ae8527b05180f10d2619e63624575ea7a9aef3214d3b3bd,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2345,843404633490014208,8.43E+17,https://twitter.com/dtptraffic/status/843404633490014208,Traffic Alert Traffic is heavy in the carriageway from Badarpur towards Mehrauli due to water logging at Vayusenabad.,"Traffic Alert
Traffic is heavy in the carriageway from Badarpur towards Mehrauli due to water logging at Vayusenabad.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F843404633490014208&omit_script=true&dnt=true,2026-09-11T19:04:48.814675+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy in the carriageway from Badarpur towards Mehrauli due to water logging at Vayusenabad.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/843404633490014208,https://x.com/dtptraffic,40d9aa4a161511bc598ba2c1be9936206d2ebef1d71ad166f48b0aa00c7b887b,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2346,843009224187695105,8.43E+17,https://twitter.com/dtptraffic/status/843009224187695105,Traffic Alert Ashoka Road is closed from Windsor Place to Jaswant Singh Road due to procession.Kindly avoid the stretch.,"Traffic Alert
Ashoka Road is closed from Windsor Place to Jaswant Singh Road due to procession.Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F843009224187695105&omit_script=true&dnt=true,2026-09-11T19:04:48.851354+00:00,MINOR_FORMATTING_DIFFERENCE,Ashoka Road is closed from Windsor Place to Jaswant Singh Road due to procession.Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/843009224187695105,https://x.com/dtptraffic,f9a503995aa61d1757511d05afe85679bbd9b251d45b16bbc66f528a56de1a4b,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2347,842899301135089664,8.43E+17,https://twitter.com/dtptraffic/status/842899301135089664,Traffic Alert Traffic will remain heavy on NH- 8 from Dwarka to Samalkha T- Point in the morning (Peak Hours ) and Samalkha T-Point.1/2,"Traffic Alert
Traffic will remain heavy on NH- 8 from Dwarka to Samalkha T- Point in the morning (Peak Hours ) and Samalkha T-Point.1/2",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842899301135089664&omit_script=true&dnt=true,2026-09-11T19:04:48.863583+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic will remain heavy on NH- 8 from Dwarka to Samalkha T- Point in the morning (Peak Hours ) and Samalkha T-Point.1/2,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842899301135089664,https://x.com/dtptraffic,27da9b44e82959cb03c01ef29c4acfe94c298790ae4aed3a536045d87a5dd6fe,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2348,842557699699093504,8.43E+17,https://twitter.com/dtptraffic/status/842557699699093504,Part1/2Traffic Alert Traffic will remain heavy on NH- 8 from Dwarka to Samalkha T- Point in the morning (Peak Hours ) and Samalkha T-Point,"Part1/2Traffic Alert
Traffic will remain heavy on NH- 8 from Dwarka to Samalkha T- Point in the morning (Peak Hours ) and Samalkha T-Point",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842557699699093504&omit_script=true&dnt=true,2026-09-11T19:04:48.871538+00:00,MINOR_FORMATTING_DIFFERENCE,Part1/2Traffic will remain heavy on NH- 8 from Dwarka to Samalkha T- Point in the morning (Peak Hours ) and Samalkha T-Point,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842557699699093504,https://x.com/dtptraffic,04b8f234205e7a35b7c53b039e561dfa56908a80f12aadba87e276f9318c88c6,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2349,842371769415655424,8.42E+17,https://twitter.com/dtptraffic/status/842371769415655424,Traffic Alert Obstruction in traffic in the carriageway from Delhi Gate towards Chawla due to breakdown of a DTC bus.,"Traffic Alert
Obstruction in traffic in the carriageway from Delhi Gate towards Chawla due to breakdown of a DTC bus.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842371769415655424&omit_script=true&dnt=true,2026-09-11T19:04:49.081260+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Delhi Gate towards Chawla due to breakdown of a DTC bus.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842371769415655424,https://x.com/dtptraffic,dd771ea973171ec36eff069bcf6e5df6cae39782bf13033fd3c06845e2390ca1,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2350,842336872810582017,8.42E+17,https://twitter.com/dtptraffic/status/842336872810582017,Traffic Alert Traffic is heavy in the carriageway from Badarpur towards BSF Camp due to water logging. Kindly avoid the stretch.,"Traffic Alert
Traffic is heavy in the carriageway from Badarpur towards BSF Camp due to water logging. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842336872810582017&omit_script=true&dnt=true,2026-09-11T19:04:49.125455+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy in the carriageway from Badarpur towards BSF Camp due to water logging. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842336872810582017,https://x.com/dtptraffic,5ed1018a9a4d0772bbc3a2ad71bd11d2093590aa827999c9ffa85788182fd086,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2351,842242657304891392,8.42E+17,https://twitter.com/dtptraffic/status/842242657304891392,Traffic Alert Breakdown truck is removed from Ashram Flyover. Traffic is now normal.,"Traffic Alert
Breakdown truck is removed from Ashram Flyover. Traffic is now normal.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842242657304891392&omit_script=true&dnt=true,2026-09-11T19:04:49.289891+00:00,MINOR_FORMATTING_DIFFERENCE,Breakdown truck is removed from Ashram Flyover. Traffic is now normal.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842242657304891392,https://x.com/dtptraffic,1ef4b8408a497cd76ffd1751ba940edc803d2af9d2c118f4b26ce66a4c164d8a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2352,842238234012839936,8.42E+17,https://twitter.com/dtptraffic/status/842238234012839936,Traffic Alert Obstruction in traffic in the carriageway from Laxmi Nagar towards ITO due to breakdown of a DTC Bus on Yamuna Bridge.,"Traffic Alert
Obstruction in traffic in the carriageway from Laxmi Nagar towards ITO due to breakdown of a DTC Bus on Yamuna Bridge.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842238234012839936&omit_script=true&dnt=true,2026-09-11T19:04:49.363036+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Laxmi Nagar towards ITO due to breakdown of a DTC Bus on Yamuna Bridge.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842238234012839936,https://x.com/dtptraffic,0648eb7864e9f53662a92b94bbd276d33e3e9d8678d63bae46605a90109a0073,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2353,842234685552001024,8.42E+17,https://twitter.com/dtptraffic/status/842234685552001024,Traffic Alert Obstruction in traffic in the carriageway from Mukund Pur towards Mukarba Chowk due to breakdown of a DTC Bus.,"Traffic Alert
Obstruction in traffic in the carriageway from Mukund Pur towards Mukarba Chowk due to breakdown of a DTC Bus.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842234685552001024&omit_script=true&dnt=true,2026-09-11T19:04:49.526953+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Mukund Pur towards Mukarba Chowk due to breakdown of a DTC Bus.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842234685552001024,https://x.com/dtptraffic,3c66974abe6e0a75a3217b1b12ab7a883ab6311d0510b601f4732c79aa06540b,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2354,842225198606741506,8.42E+17,https://twitter.com/dtptraffic/status/842225198606741506,Traffic Alert Traffic is affected on Sansad Marg & Patel Chowk to Jantar Mantar(Both Carriageways) due to procession.,"Traffic Alert
Traffic is affected on Sansad Marg & Patel Chowk to Jantar Mantar(Both Carriageways) due to procession.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842225198606741506&omit_script=true&dnt=true,2026-09-11T19:04:49.571457+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is affected on Sansad Marg & Patel Chowk to Jantar Mantar(Both Carriageways) due to procession.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842225198606741506,https://x.com/dtptraffic,df59e89ef367d771f7ca7d50c6f7292282fa608e543256ba8338b0854fc6a3e0,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2355,842220123616378881,8.42E+17,https://twitter.com/dtptraffic/status/842220123616378881,Traffic Alert Obstruction in traffic on Ring Road in the carriageway from Chirag Delhi towards IIT due to breakdown of a crane.,"Traffic Alert
Obstruction in traffic on Ring Road in the carriageway from Chirag Delhi towards IIT due to breakdown of a crane.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842220123616378881&omit_script=true&dnt=true,2026-09-11T19:04:49.631281+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic on Ring Road in the carriageway from Chirag Delhi towards IIT due to breakdown of a crane.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842220123616378881,https://x.com/dtptraffic,86a1f701281150fd7c9af8fe2047498f217eec3a8e2b0a807bf6c219a88210c2,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2356,842219375067303936,8.42E+17,https://twitter.com/dtptraffic/status/842219375067303936,Traffic Alert Obstruction in traffic in the carriageway from Mayapuri towards Dhaula Kuan due to breakdown of a truck at Brar Square .,"Traffic Alert
Obstruction in traffic in the carriageway from Mayapuri towards Dhaula Kuan due to breakdown of a truck at Brar Square .",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842219375067303936&omit_script=true&dnt=true,2026-09-11T19:04:49.635879+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Mayapuri towards Dhaula Kuan due to breakdown of a truck at Brar Square .,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842219375067303936,https://x.com/dtptraffic,41a73094c5157a990e78a69b0e7d6f100a898ae610b2f0975c6ff195be260997,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2357,842213634822537218,8.42E+17,https://twitter.com/dtptraffic/status/842213634822537218,Traffic Alert Obstruction in traffic in the carriageway from Ashram towards Maharani Bagh due to breakdown of a truck near Ashram Flyover.,"Traffic Alert
Obstruction in traffic in the carriageway from Ashram towards Maharani Bagh due to breakdown of a truck near Ashram Flyover.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842213634822537218&omit_script=true&dnt=true,2026-09-11T19:04:49.864575+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Ashram towards Maharani Bagh due to breakdown of a truck near Ashram Flyover.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842213634822537218,https://x.com/dtptraffic,5cb6c4b9c7415ab9f71182b5b6076e3a1179b21dbd1eebf50ef8c704773d1126,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2358,842213506833342471,8.42E+17,https://twitter.com/dtptraffic/status/842213506833342471,Traffic Alert Obstruction in traffic in the carriageway from Sarai Kale Khan towards ITO due to breakdown of a truck.,"Traffic Alert
Obstruction in traffic in the carriageway from Sarai Kale Khan towards ITO due to breakdown of a truck.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842213506833342471&omit_script=true&dnt=true,2026-09-11T19:04:49.921376+00:00,MINOR_FORMATTING_DIFFERENCE,Obstruction in traffic in the carriageway from Sarai Kale Khan towards ITO due to breakdown of a truck.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842213506833342471,https://x.com/dtptraffic,0ed22dbc1ffe393722df5ee2020fc6d033c52909ad9f35d1e3a8540cee56a5b7,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2359,842040280660475905,8.42E+17,https://twitter.com/dtptraffic/status/842040280660475905,Traffic Alert Traffic is heavy on Rani Jhansi Road due to over flow of sewer pipe line at DCM chowk. Kindly avoid the stretch.,"Traffic Alert
Traffic is heavy on Rani Jhansi Road due to over flow of sewer pipe line at DCM chowk. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F842040280660475905&omit_script=true&dnt=true,2026-09-11T19:04:50.097086+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic is heavy on Rani Jhansi Road due to over flow of sewer pipe line at DCM chowk. Kindly avoid the stretch.,TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/842040280660475905,https://x.com/dtptraffic,7f7aeff697280cb2722315c225adc911d54ff1cd06d8f5e58567946984bcb60a,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2360,841957438693732352,8.42E+17,https://twitter.com/dtptraffic/status/841957438693732352,"Traffic Alert Movement of Traffic is very slow at R/A Rail Bhavan, Rafi Marg & Sunehri Bagh due to demonstration. Kindly avoid the stretch.","Traffic Alert
Movement of Traffic is very slow at R/A Rail Bhavan, Rafi 
Marg & Sunehri Bagh due to demonstration. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F841957438693732352&omit_script=true&dnt=true,2026-09-11T19:04:50.129028+00:00,MINOR_FORMATTING_DIFFERENCE,"Movement of Traffic is very slow at R/A Rail Bhavan, Rafi Marg & Sunehri Bagh due to demonstration. Kindly avoid the stretch.",TEXT_DIFFERENCE,200,,https://x.com/dtptraffic/status/841957438693732352,https://x.com/dtptraffic,8f3eed7f065c0f798451b4435404259f2d6065739a02743e724b64529a6794b8,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
2361,841952705358753793,8.42E+17,https://twitter.com/dtptraffic/status/841952705358753793,Traffic alert Traffic is heavy at Azad market chowk due to ongoing Delhi jal Board work. Kindly avoid the stretch.,"Traffic alert
Traffic is heavy at Azad market chowk due to ongoing Delhi jal Board work. Kindly avoid the stretch.",RETRIEVED,https://publish.twitter.com/oembed?url=https%3A%2F%2Ftwitter.com%2Fdtptraffic%2Fstatus%2F841952705358753793&omit_script=true&dnt=true,2026-09-11T19:04:50.316275+00:00,MINOR_FORMATTING_DIFFERENCE,Traffic alert Traffic is heavy at Azad market chowk due to ongoing Delhi jal Board work. Kindly avoid the stretch.,MINOR_FORMATTING_DIFFERENCE,200,,https://x.com/dtptraffic/status/841952705358753793,https://x.com/dtptraffic,9042ae2f2c9c418cec0e21cb6f7b025b83c1246d278e0063f407eb756b103174,MINOR_FORMATTING_DIFFERENCE,MINOR_FORMATTING_DIFFERENCE,False,False,False
